field	名	分野	academic field	学問分野
fierce	形	激しい	fierce debate	激しい討論
figure	名	数値	official figure	公式数値
file	動	提出する	file a complaint	苦情を提出する
filter	動	濾過する	filter water	水を濾過する
final	形	最終の	final decision	最終決定
finance	名	財政	public finance	公共財政
fine	名	罰金	pay a fine	罰金を払う
firm	形	堅い	firm belief	堅い信念
fit	動	適合する	fit the criteria	基準に適合する
fix	動	固定する	fix a date	日付を決める
flag	名	旗	national flag	国旗
flame	名	炎	burst into flame	炎上する
flash	動	閃く	flash of insight	洞察の閃き
flat	形	平坦な	flat rate	一律料金
flee	動	逃げる	flee the country	国外へ逃げる
flexible	形	柔軟な	flexible schedule	柔軟な予定
float	動	浮かぶ	float an idea	考えを提示する
flood	名	洪水	flash flood	鉄砲水
flourish	動	繁栄する	flourish in trade	交易で繁栄する
flow	名	流れ	cash flow	現金の流れ
fluctuate	動	変動する	prices fluctuate	価格が変動する
focus	動	焦点を当てる	focus on details	細部に焦点を当てる
fold	動	折る	fold a letter	手紙を折る
force	名	力	driving force	推進力
forecast	名	予測	weather forecast	天気予報
foreign	形	外国の	foreign policy	対外政策
foresee	動	予見する	foresee a problem	問題を予見する
form	名	形態	in the form of	〜の形態で
formal	形	正式な	formal request	正式な要請
former	形	以前の	former president	前大統領
formula	名	方式	chemical formula	化学式
fortune	名	運	good fortune	幸運
forum	名	公開討論	public forum	公開討論の場
forward	副	前方へ	move forward	前方へ進む
foster	動	育成する	foster talent	才能を育成する
found	動	設立する	found a company	会社を設立する
foundation	名	基盤	solid foundation	堅固な基盤
fraction	名	断片	a small fraction	わずかな断片
fragment	名	破片	bone fragment	骨の破片
frame	名	枠組み	legal frame	法的枠組み
frank	形	率直な	frank discussion	率直な議論
fraud	名	詐欺	tax fraud	脱税詐欺
frequent	形	頻繁な	frequent visitor	頻繁な来訪者
friction	名	摩擦	social friction	社会的摩擦
frighten	動	怖がらせる	frighten investors	投資家を怖がらせる
frontier	名	辺境	new frontier	新たな辺境
frown	動	眉をひそめる	frown on delay	遅れに眉をひそめる
frustrate	動	挫折させる	frustrate a plan	計画を挫折させる
fuel	名	燃料	fossil fuel	化石燃料
fulfill	動	果たす	fulfill a duty	義務を果たす
function	名	機能	main function	主要な機能
fund	名	資金	research fund	研究資金
fundamental	形	基本的な	fundamental right	基本的権利
funeral	名	葬儀	state funeral	国葬
furious	形	激怒した	furious debate	激怒した討論
furnish	動	供給する	furnish evidence	証拠を供給する
furthermore	副	さらに	furthermore it shows	さらにそれは示す
gain	動	得る	gain experience	経験を得る
gap	名	格差	income gap	所得格差
gather	動	集める	gather evidence	証拠を集める
gaze	動	見つめる	gaze at stars	星を見つめる
gear	名	装置	protective gear	保護装置
gender	名	性別	gender equality	男女平等
gene	名	遺伝子	dominant gene	優性遺伝子
general	形	一般的な	general principle	一般原則
generate	動	生み出す	generate electricity	電気を生み出す
generous	形	寛大な	generous offer	寛大な申し出
genius	名	天才	rare genius	まれな天才
genre	名	ジャンル	literary genre	文学ジャンル
genuine	形	本物の	genuine concern	本物の懸念
gesture	名	身ぶり	symbolic gesture	象徴的な身ぶり
giant	形	巨大な	giant leap	巨大な飛躍
glance	動	ちらりと見る	glance at a clock	時計をちらりと見る
global	形	世界的な	global market	世界市場
glory	名	栄光	moment of glory	栄光の瞬間
govern	動	統治する	govern a nation	国家を統治する
grab	動	つかむ	grab attention	注意をつかむ
grace	名	優美	natural grace	自然な優美
grade	名	等級	high grade	高い等級
gradual	形	段階的な	gradual change	段階的な変化
graduate	動	卒業する	graduate from college	大学を卒業する
grant	動	与える	grant permission	許可を与える
graph	名	図表	bar graph	棒グラフ
grasp	動	把握する	grasp the meaning	意味を把握する
grateful	形	感謝して	grateful for help	援助に感謝して
grave	形	重大な	grave concern	重大な懸念
gravity	名	重力	force of gravity	重力
greedy	形	貪欲な	greedy for power	権力に貪欲な
grief	名	悲嘆	deep grief	深い悲嘆
grind	動	すりつぶす	grind grain	穀物をすりつぶす
grip	名	支配	in the grip of	〜の支配下で
gross	形	総計の	gross income	総所得
guarantee	動	保証する	guarantee quality	品質を保証する
guard	動	守る	guard a secret	秘密を守る
guideline	名	指針	safety guideline	安全指針
guilt	名	罪	admit guilt	罪を認める
habit	名	習慣	daily habit	日々の習慣
halt	動	停止する	halt production	生産を停止する
handle	動	扱う	handle a crisis	危機を扱う
hardly	副	ほとんど〜ない	hardly surprising	ほとんど驚くにあたらない
harm	名	害	do harm	害をなす
harsh	形	厳しい	harsh climate	厳しい気候
harvest	名	収穫	poor harvest	不作
haste	名	急ぎ	in haste	急いで
hate	動	憎む	hate injustice	不正を憎む
hazard	名	危険	health hazard	健康上の危険
head	動	向かう	head a committee	委員会を率いる
heal	動	癒やす	heal a wound	傷を癒やす
health	名	健康	public health	公衆衛生
heavy	形	重い	heavy burden	重い負担
hedge	名	垣根	hedge against risk	リスクへの備え
heir	名	相続人	legal heir	法定相続人
hence	副	それゆえ	hence the delay	それゆえの遅れ
heritage	名	遺産	cultural heritage	文化遺産
hesitate	動	ためらう	hesitate to speak	発言をためらう
hide	動	隠す	hide the truth	真実を隠す
hierarchy	名	階層	social hierarchy	社会階層
highlight	動	強調する	highlight a problem	問題を強調する
highly	副	非常に	highly likely	非常にありそうな
hinder	動	妨げる	hinder progress	進歩を妨げる
hint	名	示唆	subtle hint	微妙な示唆
hire	動	雇う	hire a consultant	顧問を雇う
historian	名	歴史家	social historian	社会史家
hold	動	保持する	hold a belief	信念を保持する
holy	形	神聖な	holy place	神聖な場所
honor	名	名誉	in honor of	〜をたたえて
horizon	名	地平線	on the horizon	地平線に
horror	名	恐怖	in horror	恐怖して
hostile	形	敵対的な	hostile takeover	敵対的買収
household	名	世帯	average household	平均的世帯
huge	形	巨大な	huge impact	巨大な影響
humanity	名	人類	common humanity	共通の人類性
humble	形	謙虚な	humble origin	謙虚な出自
humor	名	ユーモア	sense of humor	ユーモアの感覚
hunger	名	飢え	hunger for knowledge	知識への飢え
hurricane	名	ハリケーン	severe hurricane	激しいハリケーン
hypothesis	名	仮説	test a hypothesis	仮説を検証する
ideal	形	理想的な	ideal condition	理想的な状態
identical	形	同一の	identical twins	一卵性双生児
identify	動	特定する	identify a cause	原因を特定する
identity	名	同一性	national identity	国民的同一性
idle	形	怠惰な	idle talk	無駄話
ignore	動	無視する	ignore a warning	警告を無視する
illegal	形	違法の	illegal trade	違法な取引
illustrate	動	説明する	illustrate a point	論点を説明する
image	名	イメージ	public image	公のイメージ
imagine	動	想像する	imagine a future	未来を想像する
imitate	動	模倣する	imitate a style	様式を模倣する
immediate	形	即座の	immediate effect	即座の効果
immigrant	名	移民	recent immigrant	最近の移民
immune	形	免疫のある	immune system	免疫系
impact	名	影響	major impact	大きな影響
imply	動	暗示する	imply consent	同意を暗示する
import	動	輸入する	import goods	商品を輸入する
impose	動	課す	impose a tax	税を課す
impress	動	印象づける	impress a jury	陪審に印象づける
improve	動	改善する	improve quality	質を改善する
impulse	名	衝動	on impulse	衝動で
incentive	名	動機づけ	tax incentive	税制上の動機づけ
incident	名	出来事	minor incident	ささいな出来事
incline	動	傾く	incline to agree	賛成する傾向がある
include	動	含む	include a clause	条項を含む
income	名	所得	annual income	年収
incorporate	動	取り入れる	incorporate feedback	反応を取り入れる
increase	動	増加する	increase demand	需要が増加する
incredible	形	信じがたい	incredible speed	信じがたい速さ
indeed	副	実に	indeed necessary	実に必要な
independent	形	独立した	independent study	独立した研究
index	名	指数	price index	物価指数
indicate	動	示す	indicate a trend	傾向を示す
individual	名	個人	private individual	私人
induce	動	誘発する	induce sleep	睡眠を誘発する
industrial	形	産業の	industrial waste	産業廃棄物
inevitable	形	避けられない	inevitable result	避けられない結果
infect	動	感染させる	infect a host	宿主に感染させる
infer	動	推論する	infer a motive	動機を推論する
infinite	形	無限の	infinite variety	無限の多様性
influence	名	影響力	political influence	政治的影響力
inform	動	知らせる	inform the public	大衆に知らせる
informal	形	非公式の	informal talk	非公式の話し合い
infrastructure	名	基盤施設	urban infrastructure	都市の基盤施設
ingenious	形	巧妙な	ingenious device	巧妙な装置
inhabit	動	住む	inhabit an island	島に住む
inherit	動	相続する	inherit a fortune	財産を相続する
initial	形	最初の	initial stage	最初の段階
initiate	動	開始する	initiate a project	事業を開始する
injure	動	傷つける	injure a worker	労働者を傷つける
innocent	形	無罪の	innocent victim	無実の犠牲者
innovate	動	革新する	innovate a process	工程を革新する
input	名	入力	user input	利用者の入力
inquire	動	尋ねる	inquire about fees	料金を尋ねる
insight	名	洞察	deep insight	深い洞察
inspect	動	検査する	inspect a site	現場を検査する
inspire	動	鼓舞する	inspire a generation	世代を鼓舞する
install	動	設置する	install software	ソフトを設置する
instance	名	例	for instance	例えば
instant	形	即座の	instant access	即座の利用
instead	副	代わりに	instead of cash	現金の代わりに
instinct	名	本能	survival instinct	生存本能
institute	名	協会	research institute	研究所
instruct	動	指示する	instruct a class	授業で指示する
instrument	名	器具	musical instrument	楽器
insult	動	侮辱する	insult a guest	客を侮辱する
insure	動	保険をかける	insure a house	家に保険をかける
integrate	動	統合する	integrate systems	体系を統合する
integrity	名	誠実	personal integrity	個人の誠実
intellectual	形	知的な	intellectual property	知的財産
intelligent	形	知能の高い	intelligent design	知的な設計
intend	動	意図する	intend to stay	滞在する意図がある
intense	形	激しい	intense heat	激しい熱
intent	名	意図	with intent	意図をもって
interact	動	相互作用する	interact with peers	同僚と相互作用する
interest	名	関心	public interest	公益
interfere	動	干渉する	interfere with work	仕事に干渉する
interior	名	内部	interior design	内部の意匠
internal	形	内部の	internal conflict	内部対立
interpret	動	解釈する	interpret a text	文章を解釈する
interrupt	動	中断する	interrupt a speech	演説を中断する
interval	名	間隔	at regular intervals	一定の間隔で
intervene	動	介入する	intervene in a dispute	論争に介入する
intimate	形	親密な	intimate knowledge	親密な知識
invade	動	侵入する	invade privacy	私生活に侵入する
invent	動	発明する	invent a device	装置を発明する
invest	動	投資する	invest capital	資本を投資する
investigate	動	調査する	investigate a crime	犯罪を調査する
invisible	形	見えない	invisible force	見えない力
invite	動	招待する	invite comment	論評を求める
involve	動	伴う	involve risk	リスクを伴う
irony	名	皮肉	bitter irony	苦い皮肉
irritate	動	いらだたせる	irritate the skin	皮膚をいらだたせる
isolate	動	孤立させる	isolate a virus	ウイルスを分離する
issue	名	問題	pressing issue	差し迫った問題
item	名	項目	agenda item	議題の項目
jealous	形	嫉妬深い	jealous of success	成功を嫉妬して
joint	形	共同の	joint effort	共同の努力
journal	名	学術誌	scientific journal	科学学術誌
journey	名	旅	long journey	長い旅
judge	動	判断する	judge a contest	競技を審査する
judicial	形	司法の	judicial review	司法審査
junior	形	年下の	junior colleague	年下の同僚
jury	名	陪審	serve on a jury	陪審を務める
justice	名	正義	social justice	社会正義
justify	動	正当化する	justify a decision	決定を正当化する
keen	形	鋭い	keen interest	鋭い関心
key	形	重要な	key factor	重要な要因
kingdom	名	王国	ancient kingdom	古代王国
label	名	ラベル	warning label	警告ラベル
labor	名	労働	manual labor	肉体労働
lack	名	不足	lack of evidence	証拠の不足
landscape	名	風景	urban landscape	都市風景
language	名	言語	official language	公用語
lapse	名	過失	a brief lapse	短い過失
latter	形	後者の	the latter half	後半
launch	動	開始する	launch a campaign	運動を開始する
law	名	法律	pass a law	法律を可決する
layer	名	層	ozone layer	オゾン層
lead	動	導く	lead a team	チームを導く
league	名	連盟	in a league	連盟に属して
lean	動	傾く	lean toward reform	改革に傾く
leap	動	跳ぶ	leap forward	前方へ跳ぶ
lease	名	賃貸契約	sign a lease	賃貸契約に署名する
lecture	名	講義	public lecture	公開講義
legal	形	合法の	legal advice	法律上の助言
legend	名	伝説	urban legend	都市伝説
legislation	名	立法	new legislation	新しい立法
leisure	名	余暇	leisure time	余暇の時間
lend	動	貸す	lend support	支援を貸す
length	名	長さ	at length	長々と
lessen	動	減らす	lessen the burden	負担を減らす
lesson	名	教訓	learn a lesson	教訓を学ぶ
liberal	形	自由主義の	liberal arts	教養科目
liberty	名	自由	civil liberty	市民的自由
license	名	免許	driver's license	運転免許
lie	動	横たわる	lie in wait	待ち伏せる
lift	動	解除する	lift a ban	禁止を解除する
likely	形	ありそうな	likely outcome	ありそうな結果
limit	名	限度	speed limit	速度限度
link	名	つながり	causal link	因果のつながり
liquid	名	液体	clear liquid	透明な液体
list	名	一覧	waiting list	待機一覧
literal	形	文字どおりの	literal meaning	文字どおりの意味
literary	形	文学の	literary critic	文学批評家
literature	名	文学	world literature	世界文学
load	名	荷	a heavy load	重い荷
loan	名	融資	bank loan	銀行融資
local	形	地元の	local government	地方政府
locate	動	位置を特定する	locate a source	情報源の位置を特定する
logic	名	論理	faulty logic	誤った論理
lonely	形	孤独な	lonely existence	孤独な存在
loose	形	緩い	loose interpretation	緩い解釈
loss	名	損失	heavy loss	大きな損失
loyal	形	忠実な	loyal supporter	忠実な支持者
luxury	名	贅沢	sheer luxury	全くの贅沢
machine	名	機械	voting machine	投票機械
magazine	名	雑誌	weekly magazine	週刊雑誌
magnet	名	磁石	powerful magnet	強力な磁石
magnificent	形	壮大な	magnificent view	壮大な眺め
maintain	動	維持する	maintain order	秩序を維持する
major	形	主要な	major issue	主要な問題
majority	名	過半数	slim majority	わずかな過半数
male	形	雄の	male voter	男性有権者
manage	動	管理する	manage a team	チームを管理する
manifest	動	現す	manifest itself	それ自体を現す
manipulate	動	操る	manipulate data	資料を操る
manner	名	態度	in a polite manner	礼儀正しい態度で
manufacture	動	製造する	manufacture goods	商品を製造する
margin	名	余白	profit margin	利ざや
marine	形	海の	marine life	海洋生物
mark	名	印	a high mark	高い評点
market	名	市場	labor market	労働市場
mass	名	大衆	mass media	大衆媒体
master	動	習得する	master a skill	技能を習得する
match	動	一致する	match a description	記述と一致する
mate	名	仲間	running mate	選挙の相棒
material	名	材料	raw material	原材料
matter	名	問題	a serious matter	重大な問題
mature	形	成熟した	mature judgment	成熟した判断
maximum	名	最大	maximum capacity	最大能力
mean	動	意味する	mean no harm	害する意図はない
means	名	手段	by all means	ぜひとも
meanwhile	副	一方で	meanwhile at home	一方で家では
measure	動	測定する	measure progress	進歩を測定する
mechanism	名	仕組み	defense mechanism	防御の仕組み
media	名	媒体	news media	報道媒体
medical	形	医学の	medical research	医学研究
medium	名	媒体	through a medium	媒体を通じて
meet	動	満たす	meet a deadline	期限を満たす
member	名	成員	committee member	委員会の成員
memorial	名	記念碑	war memorial	戦争記念碑
memory	名	記憶	short-term memory	短期記憶
mental	形	精神の	mental health	精神衛生
mention	動	言及する	mention a name	名前に言及する
merchant	名	商人	wealthy merchant	裕福な商人
mercy	名	慈悲	show mercy	慈悲を示す
mere	形	単なる	a mere child	単なる子供
merit	名	長所	academic merit	学問上の長所
method	名	方法	scientific method	科学的方法
migrate	動	移住する	migrate seasonally	季節ごとに移住する
mild	形	穏やかな	mild climate	穏やかな気候
military	形	軍事の	military force	軍事力
mind	名	精神	keep in mind	心に留める
minimum	名	最小	minimum wage	最低賃金
minor	形	ささいな	minor error	ささいな誤り
minority	名	少数派	ethnic minority	少数民族
minute	形	微細な	minute detail	微細な詳細
miracle	名	奇跡	economic miracle	経済の奇跡
mirror	動	反映する	mirror reality	現実を反映する
miserable	形	惨めな	miserable condition	惨めな状態
miss	動	逃す	miss a chance	機会を逃す
mission	名	使命	historic mission	歴史的使命
mistake	名	誤り	costly mistake	高くつく誤り
mix	動	混ぜる	mix cultures	文化を混ぜる
mobile	形	移動可能な	mobile device	移動可能な装置
mode	名	様式	mode of transport	輸送の様式
model	名	模型	role model	模範
moderate	形	適度な	moderate climate	適度な気候
modern	形	現代の	modern society	現代社会
modest	形	控え目な	modest income	控え目な所得
modify	動	修正する	modify a plan	計画を修正する
moist	形	湿った	moist air	湿った空気
molecule	名	分子	water molecule	水分子
moment	名	瞬間	critical moment	重大な瞬間
monitor	動	監視する	monitor progress	進歩を監視する
monopoly	名	独占	market monopoly	市場独占
mood	名	気分	public mood	大衆の気分
moral	形	道徳的な	moral duty	道徳的義務
moreover	副	そのうえ	moreover it failed	そのうえ失敗した
mortal	形	死すべき	mortal danger	死の危険
motion	名	動議	pass a motion	動議を可決する
motive	名	動機	hidden motive	隠れた動機
mount	動	増加する	mount a campaign	運動を展開する
move	動	動かす	move a motion	動議を提出する
multiple	形	複数の	multiple sources	複数の情報源
murder	名	殺人	commit murder	殺人を犯す
muscle	名	筋肉	skeletal muscle	骨格筋
mutual	形	相互の	mutual trust	相互の信頼
mystery	名	謎	unsolved mystery	未解決の謎
myth	名	神話	urban myth	都市神話
naked	形	裸の	naked eye	肉眼
namely	副	すなわち	namely the cost	すなわち費用
narrate	動	物語る	narrate a story	物語を語る
narrow	形	狭い	narrow margin	僅差
nation	名	国家	sovereign nation	主権国家
native	形	生まれながらの	native language	母語
natural	形	自然の	natural resource	天然資源
nature	名	性質	human nature	人間性
navy	名	海軍	merchant navy	商船隊
near	形	近い	near future	近い将来
necessary	形	必要な	necessary step	必要な段階
need	名	必要	urgent need	緊急の必要
negative	形	否定的な	negative impact	否定的な影響
neglect	動	怠る	neglect a duty	義務を怠る
negotiate	動	交渉する	negotiate a deal	取引を交渉する
neighbor	名	隣人	next-door neighbor	隣の住人
neither	接	どちらも〜ない	neither true nor false	真でも偽でもない
nerve	名	神経	nerve cell	神経細胞
network	名	網	social network	社会的な網
neutral	形	中立の	neutral stance	中立の立場
nevertheless	副	それにもかかわらず	nevertheless it grew	それにもかかわらず成長した
nightmare	名	悪夢	recurring nightmare	繰り返す悪夢
noble	形	高貴な	noble cause	高貴な大義
noise	名	騒音	background noise	背景騒音
nominate	動	指名する	nominate a candidate	候補を指名する
nonetheless	副	それでもなお	nonetheless valid	それでもなお有効な
norm	名	規範	social norm	社会規範
normal	形	通常の	normal procedure	通常の手順
notice	動	気づく	notice a change	変化に気づく
notion	名	考え	vague notion	漠然とした考え
novel	名	小説	historical novel	歴史小説
nowadays	副	近ごろは	nowadays common	近ごろは一般的な
nuclear	形	核の	nuclear energy	核エネルギー
numerous	形	多数の	numerous studies	多数の研究
obey	動	従う	obey a law	法律に従う
object	動	反対する	object to a plan	計画に反対する
objective	名	目標	primary objective	主要な目標
oblige	動	義務づける	oblige by law	法律で義務づける
observe	動	観察する	observe a ritual	儀式を守る
obtain	動	入手する	obtain permission	許可を入手する
obvious	形	明白な	obvious reason	明白な理由
occasion	名	機会	special occasion	特別な機会
occupation	名	職業	main occupation	主な職業
occupy	動	占める	occupy a seat	議席を占める
occur	動	起こる	occur frequently	頻繁に起こる
odd	形	奇妙な	odd behavior	奇妙な行動
offend	動	怒らせる	offend a guest	客を怒らせる
offer	動	提供する	offer a solution	解決策を提供する
official	形	公式の	official statement	公式声明
omit	動	省略する	omit a detail	詳細を省略する
ongoing	形	進行中の	ongoing debate	進行中の討論
operate	動	操作する	operate a machine	機械を操作する
opinion	名	意見	public opinion	世論
opponent	名	相手	political opponent	政敵
opportunity	名	機会	rare opportunity	まれな機会
oppose	動	反対する	oppose a bill	法案に反対する
opposite	形	反対の	opposite view	反対の見解
option	名	選択肢	viable option	実行可能な選択肢
oral	形	口頭の	oral exam	口頭試験
orbit	名	軌道	in orbit	軌道上で
order	名	秩序	public order	公の秩序
ordinary	形	普通の	ordinary citizen	普通の市民
organ	名	器官	vital organ	生命維持に必要な器官
organic	形	有機の	organic matter	有機物
organize	動	組織する	organize a protest	抗議を組織する
origin	名	起源	place of origin	起源の地
original	形	独創的な	original idea	独創的な考え
otherwise	副	さもなければ	otherwise fail	さもなければ失敗する
outcome	名	結果	likely outcome	ありそうな結果
outline	名	概要	brief outline	短い概要
output	名	産出	industrial output	産業の産出
outrage	名	憤慨	public outrage	大衆の憤慨
outstanding	形	傑出した	outstanding achievement	傑出した業績
overcome	動	克服する	overcome a fear	恐れを克服する
overlook	動	見落とす	overlook a detail	詳細を見落とす
owe	動	負っている	owe an apology	謝罪を負っている
own	動	所有する	own property	財産を所有する
pace	名	速度	at a slow pace	遅い速度で
pain	名	苦痛	feel pain	苦痛を感じる
pale	形	青ざめた	pale complexion	青ざめた顔色
panic	名	恐慌	in a panic	恐慌状態で
parallel	形	平行の	parallel lines	平行線
pardon	動	許す	pardon an offense	罪を許す
parliament	名	議会	national parliament	国会
part	名	部分	play a part	役割を果たす
participate	動	参加する	participate in a survey	調査に参加する
particular	形	特定の	particular case	特定の事例
partly	副	部分的に	partly true	部分的に真実の
partner	名	相手	business partner	事業の相手
passage	名	一節	a short passage	短い一節
passion	名	情熱	a passion for art	芸術への情熱
passive	形	受動的な	passive role	受動的な役割
passport	名	旅券	valid passport	有効な旅券
patch	名	継ぎ	a rough patch	つらい時期
path	名	道	career path	経歴の道
patience	名	忍耐	lose patience	忍耐を失う
patient	名	患者	hospital patient	病院の患者
patriotic	形	愛国的な	patriotic duty	愛国的義務
pattern	名	型	behavior pattern	行動の型
pause	動	休止する	pause for thought	考えて休止する
peace	名	平和	lasting peace	永続する平和
peak	名	頂点	at its peak	頂点で
penalty	名	刑罰	death penalty	死刑
perceive	動	知覚する	perceive a threat	脅威を知覚する
perfect	形	完全な	perfect example	完全な例
perform	動	遂行する	perform a task	課題を遂行する
period	名	期間	a long period	長い期間
permanent	形	永続的な	permanent damage	永続的な損害
permit	動	許可する	permit entry	入場を許可する
persist	動	持続する	persist in effort	努力を持続する
personal	形	個人の	personal data	個人資料
persuade	動	説得する	persuade a voter	有権者を説得する
phase	名	段階	initial phase	最初の段階
phenomenon	名	現象	natural phenomenon	自然現象
philosophy	名	哲学	moral philosophy	道徳哲学
physical	形	身体の	physical evidence	物的証拠
physician	名	医師	family physician	家庭医
pilot	名	操縦士	airline pilot	航空会社の操縦士
pioneer	名	先駆者	pioneer in science	科学の先駆者
pitch	名	調子	raise the pitch	調子を上げる
place	動	置く	place emphasis	強調を置く
plain	形	明白な	plain fact	明白な事実
plan	名	計画	long-term plan	長期計画
plastic	形	可塑性の	plastic waste	プラスチック廃棄物
platform	名	台	political platform	政治綱領
plead	動	嘆願する	plead for mercy	慈悲を嘆願する
plot	名	陰謀	a secret plot	秘密の陰謀
plunge	動	突入する	plunge into crisis	危機に突入する
point	名	要点	main point	主要な要点
poison	名	毒物	deadly poison	致命的な毒物
policy	名	政策	public policy	公共政策
polish	動	磨く	polish a draft	草稿を磨く
polite	形	礼儀正しい	polite request	礼儀正しい要請
political	形	政治の	political system	政治体制
poll	名	世論調査	opinion poll	世論調査
pollute	動	汚染する	pollute a river	川を汚染する
popular	形	人気のある	popular opinion	大衆の意見
population	名	人口	aging population	高齢化した人口
portion	名	部分	a large portion	大きな部分
pose	動	提起する	pose a question	問いを提起する
position	名	立場	official position	公式の立場
positive	形	肯定的な	positive result	肯定的な結果
possess	動	所有する	possess a talent	才能を所有する
possible	形	可能な	possible cause	可能な原因
post	名	職	vacant post	空席の職
postpone	動	延期する	postpone a meeting	会合を延期する
potential	名	潜在能力	untapped potential	未開発の潜在能力
pour	動	注ぐ	pour money into	資金を注ぎ込む
poverty	名	貧困	extreme poverty	極度の貧困
power	名	権力	political power	政治権力
practical	形	実用的な	practical skill	実用的な技能
practice	名	慣行	common practice	一般的な慣行
praise	動	賞賛する	praise a student	学生を賞賛する
precise	形	精密な	precise measurement	精密な測定
predict	動	予測する	predict an outcome	結果を予測する
prefer	動	好む	prefer a quiet life	静かな生活を好む
prejudice	名	偏見	racial prejudice	人種的偏見
prepare	動	準備する	prepare a report	報告書を準備する
presence	名	存在	in the presence of	〜の面前で
present	動	提示する	present evidence	証拠を提示する
preserve	動	保存する	preserve a forest	森林を保存する
press	動	迫る	press a claim	主張を迫る
pressure	名	圧力	peer pressure	同輩の圧力
pretend	動	装う	pretend ignorance	無知を装う
prevail	動	普及する	prevail over doubt	疑いに打ち勝つ
prevent	動	防ぐ	prevent a disaster	災害を防ぐ
previous	形	前の	previous study	以前の研究
pride	名	誇り	national pride	国民的誇り
primary	形	主要な	primary source	一次資料
prime	形	第一の	prime example	第一の例
principal	形	主要な	principal reason	主要な理由
principle	名	原則	basic principle	基本原則
prior	形	前の	prior knowledge	事前の知識
priority	名	優先事項	top priority	最優先事項
prison	名	刑務所	in prison	刑務所で
private	形	私的な	private property	私有財産
privilege	名	特権	special privilege	特別な特権
prize	名	賞	literary prize	文学賞
probable	形	ありそうな	probable cause	ありそうな原因
problem	名	問題	serious problem	深刻な問題
procedure	名	手順	standard procedure	標準手順
proceed	動	進む	proceed with caution	慎重に進む
process	名	過程	a long process	長い過程
produce	動	生産する	produce evidence	証拠を提出する
profession	名	職業	legal profession	法曹の職業
professor	名	教授	university professor	大学教授
profit	名	利益	make a profit	利益を得る
program	名	計画	training program	訓練計画
progress	名	進歩	steady progress	着実な進歩
prohibit	動	禁止する	prohibit smoking	喫煙を禁止する
project	名	計画	research project	研究計画
promise	名	約束	keep a promise	約束を守る
promote	動	促進する	promote growth	成長を促進する
prompt	形	迅速な	prompt reply	迅速な返信
proof	名	証明	clear proof	明白な証明
proper	形	適切な	proper procedure	適切な手順
property	名	財産	private property	私有財産
proportion	名	割合	in proportion to	〜に比例して
propose	動	提案する	propose a bill	法案を提案する
prospect	名	見通し	job prospect	就職の見通し
protect	動	保護する	protect wildlife	野生生物を保護する
protest	動	抗議する	protest a decision	決定に抗議する
proud	形	誇らしい	proud of success	成功を誇らしい
prove	動	証明する	prove a theory	理論を証明する
provide	動	提供する	provide evidence	証拠を提供する
province	名	州	northern province	北部の州
provoke	動	引き起こす	provoke debate	討論を引き起こす
public	形	公の	public interest	公益
publish	動	出版する	publish a paper	論文を出版する
punish	動	罰する	punish a crime	犯罪を罰する
purchase	動	購入する	purchase land	土地を購入する
pure	形	純粋な	pure science	純粋科学
purpose	名	目的	main purpose	主要な目的
pursue	動	追求する	pursue a career	経歴を追求する
qualify	動	資格を得る	qualify for aid	援助の資格を得る
quality	名	質	high quality	高い質
quantity	名	量	a large quantity	大量
quarrel	名	口論	bitter quarrel	激しい口論
quarter	名	四半期	first quarter	第一四半期
question	動	疑問を呈する	question a claim	主張に疑問を呈する
quote	動	引用する	quote a source	出典を引用する
radical	形	急進的な	radical change	急進的な変化
random	形	無作為の	random sample	無作為標本
range	名	範囲	wide range	広い範囲
rank	名	地位	high rank	高い地位
rapid	形	急速な	rapid growth	急速な成長
rare	形	まれな	rare species	まれな種
rate	名	率	interest rate	利率
ratio	名	比	sex ratio	性比
react	動	反応する	react to news	報道に反応する
realize	動	悟る	realize a goal	目標を実現する
reason	名	理由	main reason	主な理由
reasonable	形	妥当な	reasonable doubt	妥当な疑い
rebel	動	反抗する	rebel against authority	権威に反抗する
recall	動	思い出す	recall a fact	事実を思い出す
receive	動	受け取る	receive a grant	助成金を受け取る
recent	形	最近の	recent study	最近の研究
reckon	動	考える	reckon with risk	リスクを計算に入れる
recognize	動	認める	recognize a right	権利を認める
recommend	動	推薦する	recommend a book	本を推薦する
record	名	記録	official record	公式記録
recover	動	回復する	recover from illness	病気から回復する
reduce	動	減らす	reduce waste	無駄を減らす
refer	動	言及する	refer to a source	出典に言及する
reflect	動	反映する	reflect reality	現実を反映する
reform	名	改革	social reform	社会改革
refuse	動	拒否する	refuse an offer	申し出を拒否する
regard	動	みなす	regard as essential	不可欠とみなす
region	名	地域	coastal region	沿岸地域
register	動	登録する	register a complaint	苦情を登録する
regret	動	後悔する	regret a decision	決定を後悔する
regular	形	定期的な	regular meeting	定期会合
regulate	動	規制する	regulate trade	交易を規制する
reject	動	却下する	reject a proposal	提案を却下する
relate	動	関連づける	relate to a topic	話題に関連する
relative	形	相対的な	relative importance	相対的な重要性
relax	動	くつろぐ	relax a rule	規則を緩和する
release	動	放出する	release a report	報告書を公表する
relevant	形	関連のある	relevant data	関連のある資料
reliable	形	信頼できる	reliable source	信頼できる情報源
relief	名	救済	disaster relief	災害救済
